p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00217688125922	0.0106849973258	Toll-like Receptor Signaling Pathway	Wikipathways	WP75	IL6; TNF; JUN; NFKBIA; FOS	7124; 3569; 3725; 2353; 4792	102	102
0.00225854224511	0.0110018383606	Regulation of PTEN gene transcription	Reactome	R-HSA-8943724	SNAI2; SNAI1; JUN; EGR1	3725; 6591; 6615; 1958	62	62
0.00236990671722	0.0113246472169	Toll-like receptor signaling pathway - Homo sapiens (human)	KEGG	path:hsa04620	IL6; NFKBIA; JUN; TNF; FOS	3725; 4792; 2353; 7124; 3569	104	104
0.00239525975349	0.0113246472169	IL4	NetPath	Pathway_IL4	CEBPB; CEBPA; NFKBIA; CXCR4	1050; 7852; 1051; 4792	63	63
0.00239525975349	0.0113246472169	LPA receptor mediated events	PID	lysophospholipid_pathway	HBEGF; NFKBIA; JUN; FOS	3725; 2353; 1839; 4792	64	63
0.00239525975349	0.0113246472169	T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection	Wikipathways	WP3863	NFKBIA; JUN; TNF; FOS	4792; 2353; 3725; 7124	63	63
0.00247095584102	0.0115972598962	EGF-Core	Signalink	None	HBEGF; MYC; DDIT3; JUN; FOS	4609; 1649; 3725; 1839; 2353	105	105
0.00253756967412	0.0116368660462	Validated nuclear estrogen receptor alpha network	PID	era_genomic_pathway	CEBPB; MYC; JUN; NCOA7	1051; 3725; 135112; 4609	64	64
0.00253756967412	0.0116368660462	Cortisol synthesis and secretion - Homo sapiens (human)	KEGG	path:hsa04927	CYP17A1; LDLR; NR4A1; CREB5	3949; 9586; 1586; 3164	64	64
0.00255801051478	0.0116368660462	Pathways in cancer - Homo sapiens (human)	KEGG	path:hsa05200	CEBPA; FOS; CALML3; GADD45B; NFKBIA; JUN; GADD45G; IL6; CXCR4; HES1; MYC; CDKN1A	2353; 4609; 4616; 10912; 4792; 810; 1026; 1050; 3280; 3569; 3725; 7852	526	526
0.00255827697039	0.0116368660462	Cushing syndrome - Homo sapiens (human)	KEGG	path:hsa04934	RASD1; CDKN1A; NR4A1; CYP17A1; LDLR; CREB5	1026; 1586; 3164; 3949; 9586; 51655	154	154
0.00257510214085	0.0116368660462	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)	KEGG	path:hsa04928	HBEGF; CDKN1A; EGR1; CREB5; FOS	1026; 1839; 2353; 9586; 1958	106	106
0.00259763913347	0.0116368660462	MAPK targets/ Nuclear events mediated by MAP kinases	Reactome	R-HSA-450282	DUSP6; JUN; FOS	3725; 2353; 1848	31	31
0.0026078688962	0.0116368660462	Cytokine Signaling in Immune system	Reactome	R-HSA-1280215	EGR1; SOCS3; FOS; JUN; GBP1; NFKBIA; HLA-G; IL6; CLCF1; TNF; DUSP6	1848; 4792; 2633; 2353; 3135; 23529; 3725; 9021; 3569; 7124; 1958	458	458
0.00264227440552	0.0116368660462	Hepatitis C - Homo sapiens (human)	KEGG	path:hsa05160	SOCS3; CDKN1A; NFKBIA; LDLR; TNF; MYC	4609; 1026; 4792; 9021; 3949; 7124	155	155
0.00264227440552	0.0116368660462	Nonalcoholic fatty liver disease	Wikipathways	WP4396	CEBPA; DDIT3; SOCS3; JUN; IL6; TNF	7124; 3569; 1649; 3725; 9021; 1050	155	155
0.00268240038443	0.0116677781907	Insulin resistance - Homo sapiens (human)	KEGG	path:hsa04931	IL6; CREB5; NFKBIA; SOCS3; TNF	9586; 4792; 7124; 9021; 3569	107	107
0.00268558502678	0.0116677781907	IL4-mediated signaling events	PID	il4_2pathway	EGR2; CEBPB; BCL6; SOCS3	604; 1959; 9021; 1051	65	65
0.00273068846875	0.0117841119826	TP53 Regulates Metabolic Genes	Wikipathways	WP3349	DDIT4; SESN2	54541; 83667	9	9
0.00283941805409	0.0120472059651	Human Thyroid Stimulating Hormone (TSH) signaling pathway	Wikipathways	WP2032	MYC; EGR1; JUN; FOS	4609; 3725; 1958; 2353	66	66
0.00284786206328	0.0120472059651	Osteopontin-mediated events	PID	avb3_opn_pathway	NFKBIA; JUN; FOS	3725; 2353; 4792	32	32
0.00284786206328	0.0120472059651	Development and heterogeneity of the ILC family	Wikipathways	WP3893	IL6; TNF; ID2	7124; 3398; 3569	32	32
0.00299914116976	0.0125225510168	Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways	Wikipathways	WP706	CEBPB; EGR1; JUN; IL6; TNF; HES1	7124; 1958; 3569; 3725; 3280; 1051	159	159
0.00299918018131	0.0125225510168	EGFR Inhibitor Pathway, Pharmacodynamics	PharmGKB	PA162356267	HBEGF; MYC; JUN; FOS	4609; 3725; 1839; 2353	67	67
0.00302375511791	0.0125437067149	DNA Damage Response (only ATM dependent)	Wikipathways	WP710	MYC; BCL6; JUN; LDLR; CDKN1A	4609; 3949; 3725; 1026; 604	110	110
0.00309373510464	0.012666446928	Insulin Signaling	Wikipathways	WP481	SOCS3; SGK1; RRAD; EGR1; JUN; FOS	9021; 6446; 1958; 3725; 2353; 6236	160	160
0.00311243952507	0.012666446928	Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)	Wikipathways	WP2817	CEBPB; CEBPA; MYC	1050; 1051; 4609	33	33
0.00311243952507	0.012666446928	Resistin as a regulator of inflammation	Wikipathways	WP4481	IL6; TNF; NFKBIA	7124; 4792; 3569	33	33
0.00316498197757	0.0127992667395	DNA Damage Response	Wikipathways	WP707	GADD45B; MYC; CDKN1A; GADD45G	4616; 10912; 4609; 1026	68	68
0.0033916307823	0.0134692105327	CD40/CD40L signaling	PID	cd40_pathway	MYC; NFKBIA; JUN	3725; 4609; 4792	34	34
0.00339348694602	0.0134692105327	Activation of the AP-1 family of transcription factors	Reactome	R-HSA-450341	JUN; FOS	3725; 2353	10	10
0.00339348694602	0.0134692105327	Mammary gland development pathway - Involution (Stage 4 of 4)	Wikipathways	WP2815	MYC; SOCS3	4609; 9021	10	10
0.00351514235006	0.0138664817858	Prolactin	NetPath	Pathway_Prolactin	NFKBIA; JUN; SOCS3; FOS	3725; 2353; 9021; 4792	70	70
0.00368568484288	0.0143308332708	Signaling mediated by p38-alpha and p38-beta	PID	p38alphabetadownstreampathway	CEBPB; DDIT3; JUN	3725; 1051; 1649	35	35
0.00368568484288	0.0143308332708	toll-like receptor pathway	BioCarta	tollpathway	NFKBIA; JUN; FOS	3725; 2353; 4792	35	35
0.00369971745404	0.0143308332708	Glioma - Homo sapiens (human)	KEGG	path:hsa05214	CALML3; CDKN1A; GADD45B; GADD45G	1026; 4616; 10912; 810	71	71
0.00389076521438	0.0148914406717	p53 signaling pathway - Homo sapiens (human)	KEGG	path:hsa04115	CDKN1A; GADD45B; SESN2; GADD45G	1026; 4616; 10912; 83667	72	72
0.00389076521438	0.0148914406717	Androgen Receptor Network in Prostate Cancer	Wikipathways	WP2263	CYP17A1; MYC; JUN; FOS	4609; 1586; 3725; 2353	72	72
0.0040883913851	0.0155552405954	Leishmaniasis - Homo sapiens (human)	KEGG	path:hsa05140	NFKBIA; JUN; TNF; FOS	3725; 4792; 2353; 7124	74	73
0.00412346320592	0.0155963931847	Interleukin-6 signaling	Reactome	R-HSA-1059683	IL6; SOCS3	3569; 9021	11	11
0.00433292839635	0.0162928243208	PI3K-Akt signaling pathway - Homo sapiens (human)	KEGG	path:hsa04151	DDIT4; SGK1; CDKN1A; NR4A1; EFNA1; IL6; MCL1; MYC; CREB5	4170; 6446; 4609; 1026; 3164; 9586; 3569; 54541; 1942	354	353
0.00438905479658	0.0164079199663	Cell Cycle	Wikipathways	WP179	MYC; GADD45B; CDKN1A; WEE1; GADD45G	10912; 4609; 1026; 4616; 7465	120	120
0.00450379663952	0.0167395447353	E2F transcription factor network	PID	e2f_pathway	CEBPA; MYC; MCL1; CDKN1A	1050; 4170; 1026; 4609	75	75
0.00504181893627	0.0186315492875	Cell cycle - Homo sapiens (human)	KEGG	path:hsa04110	MYC; GADD45B; CDKN1A; WEE1; GADD45G	4609; 1026; 4616; 10912; 7465	124	124
0.00521226448538	0.0191513489377	MAPK family signaling cascades	Reactome	R-HSA-5683057	JUN; IL6; HBEGF; MYC; DUSP6; DUSP1; DUSP2	3725; 1839; 1848; 1844; 3569; 4609; 1843	237	236
0.00538691925814	0.0193507769999	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	Reactome	R-HSA-8864260	CITED2; CDKN1A; MYC	1026; 4609; 10370	40	40
0.00538691925814	0.0193507769999	Bladder Cancer	Wikipathways	WP2828	HBEGF; MYC; CDKN1A	1839; 4609; 1026	40	40
0.00538691925814	0.0193507769999	Negative regulation of MAPK pathway	Reactome	R-HSA-5675221	DUSP6; DUSP1; DUSP2	1848; 1843; 1844	40	40
0.00538691925814	0.0193507769999	IL-5 Signaling Pathway	Wikipathways	WP127	MYC; JUN; FOS	3725; 4609; 2353	40	40
0.00577482954479	0.0199815355901	Graft-versus-host disease - Homo sapiens (human)	KEGG	path:hsa05332	IL6; TNF; HLA-G	3135; 7124; 3569	41	41
0.00577482954479	0.0199815355901	Bladder cancer - Homo sapiens (human)	KEGG	path:hsa05219	HBEGF; MYC; CDKN1A	4609; 1026; 1839	41	41
0.0057800398441	0.0199815355901	rb tumor suppressor/checkpoint signaling in response to dna damage	BioCarta	rbpathway	CDKN1A; WEE1	1026; 7465	13	13
0.0057800398441	0.0199815355901	il 6 signaling pathway	BioCarta	il6pathway	IL6; CEBPB	1051; 3569	13	13
0.0057800398441	0.0199815355901	Serotonin and anxiety-related events	Wikipathways	WP3944	ARC; FOS	2353; 23237	13	13
0.0057800398441	0.0199815355901	il-10 anti-inflammatory signaling pathway	BioCarta	il10pathway	IL6; TNF	7124; 3569	13	13
0.0057800398441	0.0199815355901	TNFR1-induced proapoptotic signaling	Reactome	R-HSA-5357786	USP2; TNF	7124; 9099	13	13
0.00586689129105	0.0201733213912	RNA Polymerase II Transcription	Reactome	R-HSA-73857	SESN2; PLK2; DDIT4; BTG2; SGK1; FOS; PLK3; USP2; NR4A1; JUN; SOCS3; HIST1H2BC; ZNF331; SOX9; HIST1H2BG; HES1; CITED2; MYC; BCL6; CDKN1A	3164; 9099; 6662; 7832; 604; 2353; 6446; 10370; 3725; 10769; 8339; 55422; 3280; 9021; 54541; 1026; 4609; 83667; 1263; 8347	1236	1228
0.00659982880178	0.022572818721	IL-6 signaling pathway	Wikipathways	WP364	IL6; JUNB; SOCS3	3569; 3726; 9021	43	43
0.00670422617688	0.0228085578399	TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition	Wikipathways	WP3859	SNAI2; SNAI1	6591; 6615	14	14
0.00700998423224	0.0235674800425	TGF-beta signaling pathway - Homo sapiens (human)	KEGG	path:hsa04350	MYC; TNF; ID2; ID3	4609; 3398; 7124; 3399	85	85
0.00700998423224	0.0235674800425	ErbB signaling pathway - Homo sapiens (human)	KEGG	path:hsa04012	HBEGF; MYC; JUN; CDKN1A	4609; 3725; 1839; 1026	85	85
0.00703725687118	0.0235674800425	FOXA1 transcription factor network	PID	hnf3apathway	CEBPB; JUN; FOS	2353; 1051; 3725	44	44
0.00749151584088	0.024160840463	FOXA2 and FOXA3 transcription factor networks	PID	hnf3bpathway	CEBPB; CEBPA; CEBPD	1050; 1052; 1051	45	45
0.00749151584088	0.024160840463	RhoA signaling pathway	PID	rhoa_pathway	CYR61; JUN; FOS	3725; 2353; 3491	45	45
0.00749151584088	0.024160840463	RAGE	NetPath	Pathway_RAGE	DDIT3; NFKBIA; JUN	3725; 4792; 1649	45	45
0.00749772154664	0.024160840463	EGFR1	NetPath	Pathway_EGFR1	RGS16; NEDD9; CEBPA; CEBPB; SOCS3; FOS; JUN; LDLR; ERRFI1; MYC	4739; 1051; 2353; 6004; 3949; 3725; 54206; 9021; 4609; 1050	457	455
0.00760241830824	0.024160840463	MyD88 cascade initiated on plasma membrane	Reactome	R-HSA-975871	NFKBIA; DUSP6; JUN; FOS	3725; 1848; 2353; 4792	87	87
0.00760241830824	0.024160840463	Toll Like Receptor 10 (TLR10) Cascade	Reactome	R-HSA-168142	NFKBIA; DUSP6; JUN; FOS	3725; 1848; 2353; 4792	87	87
0.00760241830824	0.024160840463	Toll Like Receptor 5 (TLR5) Cascade	Reactome	R-HSA-168176	NFKBIA; DUSP6; JUN; FOS	3725; 1848; 2353; 4792	87	87
0.00765108542625	0.024160840463	Signaling by Nuclear Receptors	Reactome	R-HSA-9006931	FOS; FOSB; JUN; HIST1H2BG; HIST1H2BC; MYC	3725; 2354; 2353; 8339; 4609; 8347	195	193
0.00769076182558	0.024160840463	Integrated Cancer Pathway	Wikipathways	WP1971	CDKN1A; MYC	1026; 4609	15	15
0.00769076182558	0.024160840463	repression of pain sensation by the transcriptional regulator dream	BioCarta	dreampathway	JUN; FOS	3725; 2353	15	15
0.00769076182558	0.024160840463	Quercetin and Nf-kB- AP-1 Induced Cell Apoptosis	Wikipathways	WP2435	JUN; FOS	3725; 2353	15	15
0.00769076182558	0.024160840463	let-7 inhibition of ES cell reprogramming	Wikipathways	WP3299	MYC; EGR1	4609; 1958	15	15
0.00770291181168	0.024160840463	Signaling by Interleukins	Reactome	R-HSA-449147	SOCS3; FOS; NFKBIA; JUN; IL6; CLCF1; DUSP6	2353; 1848; 3569; 4792; 9021; 23529; 3725	254	254
0.00791062594253	0.0246919052478	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	Reactome	R-HSA-975138	NFKBIA; DUSP6; JUN; FOS	3725; 1848; 2353; 4792	88	88
0.0079627543269	0.0247345460493	Presenilin action in Notch and Wnt signaling	PID	ps1pathway	MYC; JUN; FOS	3725; 2353; 4609	46	46
0.00822694221151	0.0251901135333	Pancreatic adenocarcinoma pathway	Wikipathways	WP4263	CDKN1A; DUSP6; GADD45B; GADD45G	1848; 10912; 1026; 4616	89	89
0.00822694221151	0.0251901135333	Rheumatoid arthritis - Homo sapiens (human)	KEGG	path:hsa05323	IL6; TNF; JUN; FOS	3725; 2353; 7124; 3569	90	89
0.00822694221151	0.0251901135333	miRNA Regulation of DNA Damage Response	Wikipathways	WP1530	MYC; GADD45B; CDKN1A; GADD45G	10912; 4609; 1026; 4616	89	89
0.00845111287532	0.0257538653025	Thymic Stromal LymphoPoietin (TSLP) Signaling Pathway	Wikipathways	WP2203	IL6; MYC; NFKBIA	4609; 4792; 3569	47	47
0.00855145153659	0.0258149452489	MyD88 dependent cascade initiated on endosome	Reactome	R-HSA-975155	NFKBIA; DUSP6; JUN; FOS	3725; 1848; 2353; 4792	90	90
0.00855145153659	0.0258149452489	Toll Like Receptor 7/8 (TLR7/8) Cascade	Reactome	R-HSA-168181	NFKBIA; DUSP6; JUN; FOS	3725; 1848; 2353; 4792	90	90
0.00873847949488	0.0260131588667	ID signaling pathway	Wikipathways	WP53	ID2; ID3	3399; 3398	16	16
0.00873847949488	0.0260131588667	calcium signaling by hbx of hepatitis b virus	BioCarta	hbxpathway	JUN; FOS	3725; 2353	16	16
0.00873847949488	0.0260131588667	bone remodeling	BioCarta	ranklpathway	NFKBIA; FOS	4792; 2353	16	16
0.00888423691745	0.0263251812808	Apoptosis Modulation and Signaling	Wikipathways	WP1772	NFKBIA; JUN; MCL1; FOS	3725; 4170; 2353; 4792	91	91
0.0089567241269	0.0264182275853	Ceramide signaling pathway	PID	ceramide_pathway	MYC; TNF; NFKBIA	7124; 4609; 4792	48	48
0.00910287618724	0.026726709536	Regulation of toll-like receptor signaling pathway	Wikipathways	WP1449	IL6; TNF; JUN; NFKBIA; FOS	7124; 3569; 3725; 2353; 4792	143	143
0.00922537991937	0.0268412637473	ErbB Signaling Pathway	Wikipathways	WP673	HBEGF; MYC; JUN; CDKN1A	1839; 4609; 3725; 1026	92	92
0.00922537991937	0.0268412637473	T-Cell antigen Receptor (TCR) Signaling Pathway	Wikipathways	WP69	IL6; NFKBIA; JUN; FOS	3569; 2353; 3725; 4792	92	92
0.009364686012	0.0271238428185	Brain-Derived Neurotrophic Factor (BDNF) signaling pathway	Wikipathways	WP2380	EGR2; EGR1; JUN; NFKBIA; FOS	3725; 1959; 1958; 2353; 4792	144	144
0.00947971297916	0.0272118546679	Cocaine addiction - Homo sapiens (human)	KEGG	path:hsa05030	FOSB; JUN; CREB5	3725; 2354; 9586	49	49
0.00947971297916	0.0272118546679	Hematopoietic Stem Cell Differentiation	Wikipathways	WP2849	IL6; FOS; CXCR4	7852; 3569; 2353	49	49
0.00957496066115	0.0272420340935	GnRH signaling pathway - Homo sapiens (human)	KEGG	path:hsa04912	CALML3; HBEGF; EGR1; JUN	3725; 810; 1839; 1958	93	93
0.00957496066115	0.0272420340935	TNF alpha Signaling Pathway	Wikipathways	WP231	IL6; TNF; JUN; NFKBIA	7124; 3569; 3725; 4792	93	93
0.00984622744939	0.027890415198	Serotonin and anxiety	Wikipathways	WP3947	ARC; FOS	23237; 2353	17	17
0.00993305780406	0.0280129656492	Toll Like Receptor 9 (TLR9) Cascade	Reactome	R-HSA-168138	NFKBIA; DUSP6; JUN; FOS	3725; 1848; 2353; 4792	94	94
